event_time,channel,anon_id,event_name,event_props,ingestion_time
2026-02-08T08:26:56.953729,whatsapp,anon_00065,submit_quote,"{""category"": ""rodape"", ""value"": 1470.63}",2026-02-08T08:26:56.953729
2026-02-08T08:02:49.226249,app,anon_00097,begin_checkout,{},2026-02-08T08:02:49.226249
2026-02-08T07:49:05.573609,web,anon_00055,product_view,"{""category"": ""azulejo"", ""value"": 715.52}",2026-02-08T07:49:05.573609
2026-02-08T07:06:15.408801,whatsapp,anon_00048,product_view,"{""category"": ""massa"", ""value"": 976.29}",2026-02-08T07:06:15.408801
2026-02-08T06:39:27.931768,app,anon_00097,whatsapp_quote_request,{},2026-02-08T06:39:27.931768
2026-02-08T06:38:50.611338,web,anon_00098,product_view,"{""category"": ""ferramentas"", ""value"": 4657.28}",2026-02-08T06:38:50.611338
2026-02-08T06:16:14.614879,store,anon_00016,scan_qr_service,{},2026-02-08T06:16:14.614879
2026-02-08T05:38:44.426340,web,anon_00047,add_to_cart,"{""category"": ""tinta"", ""value"": 2222.61}",2026-02-08T05:38:44.426340
2026-02-08T04:38:33.037723,app,anon_00081,page_view,{},2026-02-08T04:38:33.037723
2026-02-08T04:12:47.823514,app,anon_00043,product_view,"{""category"": ""azulejo"", ""value"": 619.03}",2026-02-08T04:12:47.823514
2026-02-08T04:07:33.827638,store,anon_00001,whatsapp_quote_request,{},2026-02-08T04:07:33.827638
2026-02-08T03:44:16.922303,web,anon_00083,product_view,"{""category"": ""rejunte"", ""value"": 4110.82}",2026-02-08T03:44:16.922303
2026-02-08T03:29:47.572459,store,anon_00007,page_view,{},2026-02-08T03:29:47.572459
2026-02-08T03:01:44.987358,whatsapp,anon_00072,page_view,{},2026-02-08T03:01:44.987358
2026-02-08T02:10:55.889446,app,anon_00006,whatsapp_quote_request,{},2026-02-08T02:10:55.889446
2026-02-08T01:55:56.790430,app,anon_00066,scan_qr_service,{},2026-02-08T01:55:56.790430
2026-02-08T01:41:56.089372,web,anon_00035,product_view,"{""category"": ""piso"", ""value"": 4386.47}",2026-02-08T01:41:56.089372
2026-02-08T01:37:14.165126,app,anon_00064,page_view,{},2026-02-08T01:37:14.165126
2026-02-08T01:23:26.212567,store,anon_00087,page_view,{},2026-02-08T01:23:26.212567
2026-02-08T01:02:46.749882,store,anon_00019,product_view,"{""category"": ""tinta"", ""value"": 1274.66}",2026-02-08T01:02:46.749882
2026-02-08T00:47:56.802970,store,anon_00065,product_view,"{""category"": ""azulejo"", ""value"": 1656.07}",2026-02-08T00:47:56.802970
2026-02-08T00:09:51.866810,web,anon_00068,page_view,{},2026-02-08T00:09:51.866810
2026-02-08T00:03:21.107792,app,anon_00062,page_view,{},2026-02-08T00:03:21.107792
2026-02-07T22:42:08.197814,whatsapp,anon_00032,page_view,{},2026-02-07T22:42:08.197814
2026-02-07T22:33:02.852975,store,anon_00041,page_view,{},2026-02-07T22:33:02.852975
2026-02-07T22:31:25.460594,store,anon_00041,product_view,"{""category"": ""rejunte"", ""value"": 4647.35}",2026-02-07T22:31:25.460594
2026-02-07T22:09:16.213248,app,anon_00044,scan_qr_service,{},2026-02-07T22:09:16.213248
2026-02-07T21:43:14.718073,app,anon_00046,add_to_cart,"{""category"": ""rodape"", ""value"": 3023.3}",2026-02-07T21:43:14.718073
2026-02-07T20:46:51.498593,whatsapp,anon_00017,product_view,"{""category"": ""lampada"", ""value"": 1333.44}",2026-02-07T20:46:51.498593
2026-02-07T20:42:01.557300,web,anon_00039,product_view,"{""category"": ""areia"", ""value"": 3569.02}",2026-02-07T20:42:01.557300
2026-02-07T20:33:21.433000,store,anon_00068,begin_checkout,{},2026-02-07T20:33:21.433000
2026-02-07T20:14:17.800357,app,anon_00092,product_view,"{""category"": ""massa"", ""value"": 692.89}",2026-02-07T20:14:17.800357
2026-02-07T19:40:53.292242,web,anon_00039,begin_checkout,{},2026-02-07T19:40:53.292242
2026-02-07T19:31:19.716182,app,anon_00041,page_view,{},2026-02-07T19:31:19.716182
2026-02-07T18:46:23.116751,web,anon_00074,add_to_cart,"{""category"": ""tinta"", ""value"": 1882.78}",2026-02-07T18:46:23.116751
2026-02-07T18:31:31.923012,store,anon_00077,page_view,{},2026-02-07T18:31:31.923012
2026-02-07T18:06:41.966628,whatsapp,anon_00072,begin_checkout,{},2026-02-07T18:06:41.966628
2026-02-07T16:23:39.688687,whatsapp,anon_00063,product_view,"{""category"": ""piso"", ""value"": 4088.8}",2026-02-07T16:23:39.688687
2026-02-07T15:43:49.142354,web,anon_00087,begin_checkout,{},2026-02-07T15:43:49.142354
2026-02-07T14:59:37.864095,web,anon_00075,talk_to_consultant,{},2026-02-07T14:59:37.864095
2026-02-07T14:54:03.549769,app,anon_00043,talk_to_consultant,{},2026-02-07T14:54:03.549769
2026-02-07T14:51:35.293607,whatsapp,anon_00001,begin_checkout,{},2026-02-07T14:51:35.293607
2026-02-07T14:47:09.832593,web,anon_00072,page_view,{},2026-02-07T14:47:09.832593
2026-02-07T14:03:27.065281,whatsapp,anon_00082,scan_qr_service,{},2026-02-07T14:03:27.065281
2026-02-07T13:37:01.958523,whatsapp,anon_00039,submit_quote,"{""category"": ""rejunte"", ""value"": 2778.72}",2026-02-07T13:37:01.958523
2026-02-07T11:53:49.230073,whatsapp,anon_00044,product_view,"{""category"": ""massa"", ""value"": 190.09}",2026-02-07T11:53:49.230073
2026-02-07T11:16:56.974666,web,anon_00087,submit_quote,"{""category"": ""azulejo"", ""value"": 2230.93}",2026-02-07T11:16:56.974666
2026-02-07T09:36:50.472448,whatsapp,anon_00021,submit_quote,"{""category"": ""porta"", ""value"": 210.49}",2026-02-07T09:36:50.472448
2026-02-07T09:22:59.650177,app,anon_00003,scan_qr_service,{},2026-02-07T09:22:59.650177
2026-02-07T08:37:04.914723,app,anon_00045,page_view,{},2026-02-07T08:37:04.914723
2026-02-07T07:48:45.309826,web,anon_00054,page_view,{},2026-02-07T07:48:45.309826
2026-02-07T07:17:12.470167,web,anon_00020,whatsapp_quote_request,{},2026-02-07T07:17:12.470167
2026-02-07T07:05:00.236607,app,anon_00094,product_view,"{""category"": ""porta"", ""value"": 2102.78}",2026-02-07T07:05:00.236607
2026-02-07T06:44:29.652952,whatsapp,anon_00045,talk_to_consultant,{},2026-02-07T06:44:29.652952
2026-02-07T06:04:42.831737,app,anon_00072,submit_quote,"{""category"": ""porta"", ""value"": 4676.41}",2026-02-07T06:04:42.831737
2026-02-07T05:44:18.872162,whatsapp,anon_00043,whatsapp_quote_request,{},2026-02-07T05:44:18.872162
2026-02-07T04:30:55.398363,store,anon_00007,submit_quote,"{""category"": ""massa"", ""value"": 2201.51}",2026-02-07T04:30:55.398363
2026-02-07T04:00:19.930194,whatsapp,anon_00060,submit_quote,"{""category"": ""lixa"", ""value"": 2925.38}",2026-02-07T04:00:19.930194
2026-02-07T03:12:36.014847,app,anon_00016,page_view,{},2026-02-07T03:12:36.014847
2026-02-07T02:26:14.081743,store,anon_00087,page_view,{},2026-02-07T02:26:14.081743
2026-02-07T02:05:53.407811,whatsapp,anon_00005,product_view,"{""category"": ""porta"", ""value"": 2663.39}",2026-02-07T02:05:53.407811
2026-02-07T01:07:22.318318,web,anon_00035,product_view,"{""category"": ""massa"", ""value"": 3214.8}",2026-02-07T01:07:22.318318
2026-02-07T00:41:54.363214,web,anon_00060,whatsapp_quote_request,{},2026-02-07T00:41:54.363214
2026-02-06T23:25:57.391531,store,anon_00094,page_view,{},2026-02-06T23:25:57.391531
2026-02-06T23:19:29.590279,whatsapp,anon_00091,product_view,"{""category"": ""rejunte"", ""value"": 2350.47}",2026-02-06T23:19:29.590279
2026-02-06T23:07:44.193773,store,anon_00094,page_view,{},2026-02-06T23:07:44.193773
2026-02-06T22:58:44.713881,store,anon_00044,add_to_cart,"{""category"": ""massa"", ""value"": 77.38}",2026-02-06T22:58:44.713881
2026-02-06T22:36:18.749443,whatsapp,anon_00062,scan_qr_service,{},2026-02-06T22:36:18.749443
2026-02-06T21:55:26.444171,app,anon_00004,page_view,{},2026-02-06T21:55:26.444171
2026-02-06T21:25:13.849480,app,anon_00044,page_view,{},2026-02-06T21:25:13.849480
2026-02-06T21:01:38.958949,web,anon_00036,add_to_cart,"{""category"": ""massa"", ""value"": 1917.84}",2026-02-06T21:01:38.958949
2026-02-06T20:57:31.820055,app,anon_00080,submit_quote,"{""category"": ""rodape"", ""value"": 1252.06}",2026-02-06T20:57:31.820055
2026-02-06T20:41:04.228288,web,anon_00007,whatsapp_quote_request,{},2026-02-06T20:41:04.228288
2026-02-06T20:32:05.225152,whatsapp,anon_00069,page_view,{},2026-02-06T20:32:05.225152
2026-02-06T20:17:25.013400,web,anon_00000,product_view,"{""category"": ""janela"", ""value"": 2238.6}",2026-02-06T20:17:25.013400
2026-02-06T19:56:42.735844,store,anon_00066,product_view,"{""category"": ""azulejo"", ""value"": 1534.83}",2026-02-06T19:56:42.735844
2026-02-06T19:50:41.136612,app,anon_00077,begin_checkout,{},2026-02-06T19:50:41.136612
2026-02-06T19:26:39.069783,web,anon_00047,begin_checkout,{},2026-02-06T19:26:39.069783
2026-02-06T18:53:12.691251,store,anon_00087,add_to_cart,"{""category"": ""fechadura"", ""value"": 1952.46}",2026-02-06T18:53:12.691251
2026-02-06T18:46:14.579827,whatsapp,anon_00097,submit_quote,"{""category"": ""massa"", ""value"": 4360.38}",2026-02-06T18:46:14.579827
2026-02-06T17:02:33.444145,web,anon_00041,begin_checkout,{},2026-02-06T17:02:33.444145
2026-02-06T16:54:54.340598,store,anon_00054,page_view,{},2026-02-06T16:54:54.340598
2026-02-06T16:54:04.207714,store,anon_00085,page_view,{},2026-02-06T16:54:04.207714
2026-02-06T16:20:46.936385,app,anon_00051,begin_checkout,{},2026-02-06T16:20:46.936385
2026-02-06T16:19:43.891517,web,anon_00032,submit_quote,"{""category"": ""persiana"", ""value"": 1555.41}",2026-02-06T16:19:43.891517
2026-02-06T15:13:49.220813,whatsapp,anon_00074,whatsapp_quote_request,{},2026-02-06T15:13:49.220813
2026-02-06T14:18:01.187290,whatsapp,anon_00044,add_to_cart,"{""category"": ""lixa"", ""value"": 2546.21}",2026-02-06T14:18:01.187290
2026-02-06T14:10:55.941754,web,anon_00095,page_view,{},2026-02-06T14:10:55.941754
2026-02-06T14:10:01.015572,whatsapp,anon_00035,whatsapp_quote_request,{},2026-02-06T14:10:01.015572
2026-02-06T13:35:13.702962,web,anon_00074,product_view,"{""category"": ""lampada"", ""value"": 1264.52}",2026-02-06T13:35:13.702962
2026-02-06T12:04:57.157112,web,anon_00092,product_view,"{""category"": ""tinta"", ""value"": 794.74}",2026-02-06T12:04:57.157112
2026-02-06T12:03:03.185481,web,anon_00032,page_view,{},2026-02-06T12:03:03.185481
2026-02-06T12:01:51.736969,store,anon_00087,product_view,"{""category"": ""rodape"", ""value"": 2389.11}",2026-02-06T12:01:51.736969
2026-02-06T11:22:26.338284,whatsapp,anon_00072,begin_checkout,{},2026-02-06T11:22:26.338284
2026-02-06T10:37:16.264668,app,anon_00072,page_view,{},2026-02-06T10:37:16.264668
2026-02-06T09:43:23.781649,app,anon_00000,add_to_cart,"{""category"": ""tomada"", ""value"": 688.1}",2026-02-06T09:43:23.781649
2026-02-06T08:26:30.273570,web,anon_00050,talk_to_consultant,{},2026-02-06T08:26:30.273570
2026-02-06T07:26:42.511019,app,anon_00097,page_view,{},2026-02-06T07:26:42.511019
2026-02-06T06:54:33.907654,whatsapp,anon_00066,product_view,"{""category"": ""piso"", ""value"": 2027.31}",2026-02-06T06:54:33.907654
2026-02-06T05:57:41.994367,whatsapp,anon_00004,submit_quote,"{""category"": ""rodape"", ""value"": 1280.34}",2026-02-06T05:57:41.994367
2026-02-06T05:54:18.443709,whatsapp,anon_00065,talk_to_consultant,{},2026-02-06T05:54:18.443709
2026-02-06T05:50:44.543059,store,anon_00098,page_view,{},2026-02-06T05:50:44.543059
2026-02-06T04:58:40.261857,whatsapp,anon_00083,add_to_cart,"{""category"": ""cimento"", ""value"": 3595.78}",2026-02-06T04:58:40.261857
2026-02-06T04:36:17.884409,whatsapp,anon_00035,page_view,{},2026-02-06T04:36:17.884409
2026-02-06T04:14:07.396860,app,anon_00071,scan_qr_service,{},2026-02-06T04:14:07.396860
2026-02-06T04:06:24.464907,store,anon_00024,product_view,"{""category"": ""piso"", ""value"": 1626.25}",2026-02-06T04:06:24.464907
2026-02-06T03:35:04.175367,app,anon_00024,talk_to_consultant,{},2026-02-06T03:35:04.175367
2026-02-06T03:32:37.698599,app,anon_00009,scan_qr_service,{},2026-02-06T03:32:37.698599
2026-02-06T03:29:45.339937,web,anon_00077,add_to_cart,"{""category"": ""areia"", ""value"": 4304.96}",2026-02-06T03:29:45.339937
2026-02-06T03:20:05.724784,whatsapp,anon_00012,whatsapp_quote_request,{},2026-02-06T03:20:05.724784
2026-02-06T03:01:47.889943,store,anon_00021,begin_checkout,{},2026-02-06T03:01:47.889943
2026-02-06T02:15:56.636637,store,anon_00017,begin_checkout,{},2026-02-06T02:15:56.636637
2026-02-06T02:12:13.700948,web,anon_00084,submit_quote,"{""category"": ""lampada"", ""value"": 408.24}",2026-02-06T02:12:13.700948
2026-02-06T01:58:37.319293,whatsapp,anon_00011,page_view,{},2026-02-06T01:58:37.319293
2026-02-06T01:41:15.511324,app,anon_00048,talk_to_consultant,{},2026-02-06T01:41:15.511324
2026-02-06T01:16:49.366661,store,anon_00092,talk_to_consultant,{},2026-02-06T01:16:49.366661
2026-02-06T01:09:35.868033,whatsapp,anon_00039,submit_quote,"{""category"": ""lampada"", ""value"": 852.47}",2026-02-06T01:09:35.868033
2026-02-06T00:21:43.857992,web,anon_00017,page_view,{},2026-02-06T00:21:43.857992
2026-02-06T00:03:54.268089,app,anon_00097,talk_to_consultant,{},2026-02-06T00:03:54.268089
2026-02-05T23:58:49.202987,store,anon_00085,page_view,{},2026-02-05T23:58:49.202987
2026-02-05T23:24:59.849111,store,anon_00097,begin_checkout,{},2026-02-05T23:24:59.849111
2026-02-05T23:06:38.150547,store,anon_00092,add_to_cart,"{""category"": ""rodape"", ""value"": 4181.71}",2026-02-05T23:06:38.150547
2026-02-05T22:10:53.469322,web,anon_00016,page_view,{},2026-02-05T22:10:53.469322
2026-02-05T21:30:47.203682,store,anon_00047,search,"{""query"": ""azulejo banheiro""}",2026-02-05T21:30:47.203682
2026-02-05T21:25:20.284311,web,anon_00035,whatsapp_quote_request,{},2026-02-05T21:25:20.284311
2026-02-05T20:11:39.626707,store,anon_00041,scan_qr_service,{},2026-02-05T20:11:39.626707
2026-02-05T20:07:18.603770,app,anon_00035,page_view,{},2026-02-05T20:07:18.603770
2026-02-05T20:00:17.990930,app,anon_00021,product_view,"{""category"": ""lixa"", ""value"": 3586.07}",2026-02-05T20:00:17.990930
2026-02-05T19:55:05.700209,app,anon_00012,add_to_cart,"{""category"": ""rodape"", ""value"": 3514.59}",2026-02-05T19:55:05.700209
2026-02-05T19:17:50.250916,store,anon_00062,add_to_cart,"{""category"": ""rodape"", ""value"": 4945.7}",2026-02-05T19:17:50.250916
2026-02-05T18:10:57.223344,store,anon_00072,page_view,{},2026-02-05T18:10:57.223344
2026-02-05T18:06:56.245955,web,anon_00092,whatsapp_quote_request,{},2026-02-05T18:06:56.245955
2026-02-05T17:45:57.015215,whatsapp,anon_00035,product_view,"{""category"": ""lixa"", ""value"": 60.87}",2026-02-05T17:45:57.015215
2026-02-05T17:31:41.946398,web,anon_00051,page_view,{},2026-02-05T17:31:41.946398
2026-02-05T17:01:56.290118,web,anon_00033,page_view,{},2026-02-05T17:01:56.290118
2026-02-05T16:48:26.243156,web,anon_00024,submit_quote,"{""category"": ""tinta"", ""value"": 3020.92}",2026-02-05T16:48:26.243156
2026-02-05T16:30:15.876535,web,anon_00047,begin_checkout,{},2026-02-05T16:30:15.876535
2026-02-05T16:27:26.258247,app,anon_00028,add_to_cart,"{""category"": ""azulejo"", ""value"": 1539.06}",2026-02-05T16:27:26.258247
2026-02-05T16:25:40.033956,web,anon_00043,add_to_cart,"{""category"": ""persiana"", ""value"": 3657.82}",2026-02-05T16:25:40.033956
2026-02-05T16:14:57.282557,app,anon_00045,search,"{""query"": ""piso laminado""}",2026-02-05T16:14:57.282557
2026-02-05T15:50:11.575557,whatsapp,anon_00072,page_view,{},2026-02-05T15:50:11.575557
2026-02-05T15:35:09.258564,app,anon_00086,page_view,{},2026-02-05T15:35:09.258564
2026-02-05T15:27:02.561095,store,anon_00013,page_view,{},2026-02-05T15:27:02.561095
2026-02-05T15:12:51.108316,store,anon_00087,page_view,{},2026-02-05T15:12:51.108316
2026-02-05T13:46:38.261162,app,anon_00049,scan_qr_service,{},2026-02-05T13:46:38.261162
2026-02-05T13:42:14.205834,app,anon_00017,talk_to_consultant,{},2026-02-05T13:42:14.205834
2026-02-05T09:50:11.273229,app,anon_00092,whatsapp_quote_request,{},2026-02-05T09:50:11.273229
2026-02-05T09:02:09.210627,app,anon_00022,page_view,{},2026-02-05T09:02:09.210627
2026-02-05T08:19:29.231926,web,anon_00024,add_to_cart,"{""category"": ""janela"", ""value"": 4168.01}",2026-02-05T08:19:29.231926
2026-02-05T07:55:21.655472,app,anon_00072,submit_quote,"{""category"": ""lixa"", ""value"": 2470.56}",2026-02-05T07:55:21.655472
2026-02-05T07:51:59.371658,app,anon_00005,whatsapp_quote_request,{},2026-02-05T07:51:59.371658
2026-02-05T07:00:34.408661,web,anon_00072,add_to_cart,"{""category"": ""areia"", ""value"": 370.1}",2026-02-05T07:00:34.408661
2026-02-05T06:18:36.451375,app,anon_00064,page_view,{},2026-02-05T06:18:36.451375
2026-02-05T04:56:51.839395,app,anon_00017,search,"{""query"": ""tinta parede""}",2026-02-05T04:56:51.839395
2026-02-05T04:00:56.951452,web,anon_00041,page_view,{},2026-02-05T04:00:56.951452
2026-02-05T03:57:53.527392,web,anon_00050,page_view,{},2026-02-05T03:57:53.527392
2026-02-05T03:22:40.638658,whatsapp,anon_00066,submit_quote,"{""category"": ""fechadura"", ""value"": 1521.8}",2026-02-05T03:22:40.638658
2026-02-05T02:02:27.269993,app,anon_00020,submit_quote,"{""category"": ""piso"", ""value"": 2730.95}",2026-02-05T02:02:27.269993
2026-02-05T01:43:58.994897,whatsapp,anon_00058,submit_quote,"{""category"": ""persiana"", ""value"": 2636.77}",2026-02-05T01:43:58.994897
2026-02-05T01:37:34.216221,store,anon_00016,product_view,"{""category"": ""azulejo"", ""value"": 2363.55}",2026-02-05T01:37:34.216221
2026-02-05T00:06:17.481410,app,anon_00011,page_view,{},2026-02-05T00:06:17.481410
2026-02-04T23:55:01.144017,app,anon_00041,begin_checkout,{},2026-02-04T23:55:01.144017
2026-02-04T23:30:58.854323,store,anon_00065,talk_to_consultant,{},2026-02-04T23:30:58.854323
2026-02-04T23:01:04.814580,whatsapp,anon_00072,begin_checkout,{},2026-02-04T23:01:04.814580
2026-02-04T22:54:37.053080,store,anon_00045,page_view,{},2026-02-04T22:54:37.053080
2026-02-04T22:49:48.418338,whatsapp,anon_00036,add_to_cart,"{""category"": ""tinta"", ""value"": 2463.07}",2026-02-04T22:49:48.418338
2026-02-04T22:47:17.901212,app,anon_00033,begin_checkout,{},2026-02-04T22:47:17.901212
2026-02-04T22:30:40.577460,web,anon_00021,begin_checkout,{},2026-02-04T22:30:40.577460
2026-02-04T22:21:21.044223,store,anon_00066,page_view,{},2026-02-04T22:21:21.044223
2026-02-04T22:12:25.279785,app,anon_00089,submit_quote,"{""category"": ""lixa"", ""value"": 973.1}",2026-02-04T22:12:25.279785
2026-02-04T19:54:59.078443,app,anon_00085,talk_to_consultant,{},2026-02-04T19:54:59.078443
2026-02-04T19:50:57.180429,app,anon_00032,add_to_cart,"{""category"": ""rejunte"", ""value"": 3952.59}",2026-02-04T19:50:57.180429
2026-02-04T19:40:40.832538,whatsapp,anon_00032,whatsapp_quote_request,{},2026-02-04T19:40:40.832538
2026-02-04T19:18:38.288640,app,anon_00047,submit_quote,"{""category"": ""cimento"", ""value"": 627.11}",2026-02-04T19:18:38.288640
2026-02-04T19:17:49.990294,app,anon_00034,product_view,"{""category"": ""azulejo"", ""value"": 3164.75}",2026-02-04T19:17:49.990294
2026-02-04T18:57:23.835981,web,anon_00043,search,"{""query"": ""porta madeira""}",2026-02-04T18:57:23.835981
2026-02-04T18:38:57.075586,web,anon_00091,scan_qr_service,{},2026-02-04T18:38:57.075586
2026-02-04T18:35:35.063198,whatsapp,anon_00081,whatsapp_quote_request,{},2026-02-04T18:35:35.063198
2026-02-04T18:06:23.223824,store,anon_00090,page_view,{},2026-02-04T18:06:23.223824
2026-02-04T17:28:05.969191,store,anon_00057,product_view,"{""category"": ""fechadura"", ""value"": 1074.17}",2026-02-04T17:28:05.969191
2026-02-04T17:26:22.116031,web,anon_00088,product_view,"{""category"": ""ferramentas"", ""value"": 2331.89}",2026-02-04T17:26:22.116031
2026-02-04T17:22:22.922466,whatsapp,anon_00052,search,"{""query"": ""janela aluminio""}",2026-02-04T17:22:22.922466
2026-02-04T16:56:33.848017,store,anon_00050,submit_quote,"{""category"": ""lampada"", ""value"": 2224.09}",2026-02-04T16:56:33.848017
2026-02-04T16:48:05.626864,store,anon_00016,search,"{""query"": ""janela aluminio""}",2026-02-04T16:48:05.626864
2026-02-04T16:23:17.129165,store,anon_00013,page_view,{},2026-02-04T16:23:17.129165
2026-02-04T14:46:52.371254,whatsapp,anon_00075,talk_to_consultant,{},2026-02-04T14:46:52.371254
2026-02-04T14:05:28.953092,web,anon_00048,whatsapp_quote_request,{},2026-02-04T14:05:28.953092
2026-02-04T13:56:00.376970,web,anon_00092,add_to_cart,"{""category"": ""tomada"", ""value"": 2708.15}",2026-02-04T13:56:00.376970
2026-02-04T13:34:43.325026,store,anon_00066,scan_qr_service,{},2026-02-04T13:34:43.325026
2026-02-04T13:25:00.885862,app,anon_00044,add_to_cart,"{""category"": ""rejunte"", ""value"": 317.38}",2026-02-04T13:25:00.885862
2026-02-04T13:11:16.581711,web,anon_00071,search,"{""query"": ""porta madeira""}",2026-02-04T13:11:16.581711
2026-02-04T13:09:33.218254,whatsapp,anon_00028,page_view,{},2026-02-04T13:09:33.218254
2026-02-04T12:47:46.804341,store,anon_00015,page_view,{},2026-02-04T12:47:46.804341
2026-02-04T12:16:28.960656,whatsapp,anon_00048,scan_qr_service,{},2026-02-04T12:16:28.960656
2026-02-04T11:55:11.010035,app,anon_00007,product_view,"{""category"": ""tinta"", ""value"": 3526.98}",2026-02-04T11:55:11.010035
2026-02-04T11:47:51.017803,store,anon_00066,product_view,"{""category"": ""lixa"", ""value"": 4294.67}",2026-02-04T11:47:51.017803
2026-02-04T10:17:06.525303,store,anon_00004,scan_qr_service,{},2026-02-04T10:17:06.525303
2026-02-04T09:39:20.496066,app,anon_00057,scan_qr_service,{},2026-02-04T09:39:20.496066
2026-02-04T09:23:56.547319,web,anon_00045,add_to_cart,"{""category"": ""tomada"", ""value"": 2183.56}",2026-02-04T09:23:56.547319
2026-02-04T09:18:52.656270,store,anon_00032,product_view,"{""category"": ""lampada"", ""value"": 800.63}",2026-02-04T09:18:52.656270
2026-02-04T09:05:25.289866,whatsapp,anon_00074,add_to_cart,"{""category"": ""piso"", ""value"": 1365.51}",2026-02-04T09:05:25.289866
2026-02-04T08:11:28.880611,app,anon_00086,submit_quote,"{""category"": ""lampada"", ""value"": 1772.14}",2026-02-04T08:11:28.880611
2026-02-04T08:01:58.965116,web,anon_00051,talk_to_consultant,{},2026-02-04T08:01:58.965116
2026-02-04T07:30:28.216693,web,anon_00033,begin_checkout,{},2026-02-04T07:30:28.216693
2026-02-04T06:30:44.594912,app,anon_00000,page_view,{},2026-02-04T06:30:44.594912
2026-02-04T06:24:18.354829,web,anon_00097,product_view,"{""category"": ""lixa"", ""value"": 762.96}",2026-02-04T06:24:18.354829
2026-02-04T06:12:04.367813,store,anon_00026,page_view,{},2026-02-04T06:12:04.367813
2026-02-04T06:04:26.088260,app,anon_00012,scan_qr_service,{},2026-02-04T06:04:26.088260
2026-02-04T05:35:53.505676,store,anon_00017,begin_checkout,{},2026-02-04T05:35:53.505676
2026-02-04T05:30:04.419868,web,anon_00023,add_to_cart,"{""category"": ""lixa"", ""value"": 1283.16}",2026-02-04T05:30:04.419868
2026-02-04T04:51:36.893638,whatsapp,anon_00001,submit_quote,"{""category"": ""rejunte"", ""value"": 1311.31}",2026-02-04T04:51:36.893638
2026-02-04T04:50:44.835668,web,anon_00091,submit_quote,"{""category"": ""areia"", ""value"": 4514.75}",2026-02-04T04:50:44.835668
2026-02-04T04:15:25.138419,whatsapp,anon_00020,add_to_cart,"{""category"": ""piso"", ""value"": 4578.24}",2026-02-04T04:15:25.138419
2026-02-04T04:11:42.556586,whatsapp,anon_00062,page_view,{},2026-02-04T04:11:42.556586
2026-02-04T04:11:19.692952,store,anon_00077,page_view,{},2026-02-04T04:11:19.692952
2026-02-04T03:37:37.836671,whatsapp,anon_00013,product_view,"{""category"": ""azulejo"", ""value"": 1455.37}",2026-02-04T03:37:37.836671
2026-02-04T03:03:23.627147,web,anon_00094,begin_checkout,{},2026-02-04T03:03:23.627147
2026-02-04T02:16:21.630006,app,anon_00017,add_to_cart,"{""category"": ""persiana"", ""value"": 2698.61}",2026-02-04T02:16:21.630006
2026-02-04T02:10:18.764245,web,anon_00087,whatsapp_quote_request,{},2026-02-04T02:10:18.764245
2026-02-04T01:58:21.001652,whatsapp,anon_00035,product_view,"{""category"": ""rejunte"", ""value"": 1176.09}",2026-02-04T01:58:21.001652
2026-02-04T01:26:39.747048,whatsapp,anon_00054,product_view,"{""category"": ""lampada"", ""value"": 1202.0}",2026-02-04T01:26:39.747048
2026-02-04T01:13:24.709521,store,anon_00041,add_to_cart,"{""category"": ""lixa"", ""value"": 4300.18}",2026-02-04T01:13:24.709521
2026-02-04T00:42:59.259474,web,anon_00041,product_view,"{""category"": ""ferramentas"", ""value"": 1290.04}",2026-02-04T00:42:59.259474
2026-02-04T00:36:45.582763,whatsapp,anon_00065,begin_checkout,{},2026-02-04T00:36:45.582763
2026-02-04T00:07:34.322641,web,anon_00074,submit_quote,"{""category"": ""rejunte"", ""value"": 4225.84}",2026-02-04T00:07:34.322641
2026-02-03T23:40:09.209962,app,anon_00008,page_view,{},2026-02-03T23:40:09.209962
2026-02-03T23:09:02.998016,app,anon_00091,page_view,{},2026-02-03T23:09:02.998016
2026-02-03T23:01:06.231766,app,anon_00001,search,"{""query"": ""reforma completa""}",2026-02-03T23:01:06.231766
2026-02-03T22:32:18.098879,web,anon_00001,add_to_cart,"{""category"": ""tinta"", ""value"": 82.51}",2026-02-03T22:32:18.098879
2026-02-03T22:18:57.768224,web,anon_00004,product_view,"{""category"": ""massa"", ""value"": 467.02}",2026-02-03T22:18:57.768224
2026-02-03T22:10:30.819539,app,anon_00039,whatsapp_quote_request,{},2026-02-03T22:10:30.819539
2026-02-03T21:43:07.151932,web,anon_00007,product_view,"{""category"": ""fechadura"", ""value"": 3519.19}",2026-02-03T21:43:07.151932
2026-02-03T21:19:02.914642,web,anon_00041,page_view,{},2026-02-03T21:19:02.914642
2026-02-03T21:09:30.321070,app,anon_00049,whatsapp_quote_request,{},2026-02-03T21:09:30.321070
2026-02-03T21:03:06.876288,whatsapp,anon_00013,submit_quote,"{""category"": ""tomada"", ""value"": 2515.32}",2026-02-03T21:03:06.876288
2026-02-03T20:52:04.953681,store,anon_00071,product_view,"{""category"": ""rejunte"", ""value"": 3080.29}",2026-02-03T20:52:04.953681
2026-02-03T19:37:34.650090,whatsapp,anon_00084,page_view,{},2026-02-03T19:37:34.650090
2026-02-03T19:29:09.706977,app,anon_00009,page_view,{},2026-02-03T19:29:09.706977
